scenario,parameter,value,protocol,metric,mean,ci95,n_runs,censored_fraction
s2_speed,maxSpeed,3.0,Classic-VBF,energy_gap_J,4.53502315,0.47894875576146895,20,0.0
s2_speed,maxSpeed,5.0,Classic-VBF,energy_gap_J,4.13540415,0.532538640826117,20,0.0
s2_speed,maxSpeed,7.0,Classic-VBF,energy_gap_J,4.06971325,0.4272002996232232,20,0.0
s2_speed,maxSpeed,10.0,Classic-VBF,energy_gap_J,3.9473354499999997,0.3849047229336782,20,0.0
s2_speed,maxSpeed,1.0,HHVBF,energy_gap_J,5.944869250000001,0.6718128968677253,20,0.0
s2_speed,maxSpeed,2.0,HHVBF,energy_gap_J,4.8170694,0.5575134439175515,20,0.0
s2_speed,maxSpeed,3.0,HHVBF,energy_gap_J,4.33876665,0.49383809476075,20,0.0
s2_speed,maxSpeed,5.0,HHVBF,energy_gap_J,3.9611914000000006,0.4211310228606158,20,0.0
s2_speed,maxSpeed,7.0,HHVBF,energy_gap_J,3.9260818,0.4416369646297159,20,0.0
s2_speed,maxSpeed,10.0,HHVBF,energy_gap_J,3.9065690499999994,0.41801587654326744,20,0.0
s2_speed,maxSpeed,1.0,DBR,energy_gap_J,6.0428936,0.46433839969310725,20,0.0
s2_speed,maxSpeed,2.0,DBR,energy_gap_J,5.507584,0.5538763695570225,20,0.0
s2_speed,maxSpeed,3.0,DBR,energy_gap_J,5.2447514,0.575353912104397,20,0.0
s2_speed,maxSpeed,5.0,DBR,energy_gap_J,4.9951348,0.5293223428458064,20,0.0
s2_speed,maxSpeed,7.0,DBR,energy_gap_J,4.84800325,0.4230905511298861,20,0.0
s2_speed,maxSpeed,10.0,DBR,energy_gap_J,4.721436700000001,0.30161075746912724,20,0.0
s2_speed,maxSpeed,1.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,2.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,3.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,5.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,7.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,10.0,Adaptive-IoUT-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,1.0,Classic-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,2.0,Classic-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,3.0,Classic-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,5.0,Classic-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,7.0,Classic-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,10.0,Classic-VBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,1.0,HHVBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,2.0,HHVBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,3.0,HHVBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,5.0,HHVBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,7.0,HHVBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,10.0,HHVBF,lifetime_s,,,0,1.0
s2_speed,maxSpeed,1.0,DBR,lifetime_s,,,0,1.0
s2_speed,maxSpeed,2.0,DBR,lifetime_s,,,0,1.0
s2_speed,maxSpeed,3.0,DBR,lifetime_s,,,0,1.0
s2_speed,maxSpeed,5.0,DBR,lifetime_s,,,0,1.0
s2_speed,maxSpeed,7.0,DBR,lifetime_s,,,0,1.0
s2_speed,maxSpeed,10.0,DBR,lifetime_s,,,0,1.0
